IdSolicitante;TipoDemandante;Sexo;Escolaridade;Profissao;UF
248066;Pessoa Fisica;Masculino;Pos-graduacao;Outra;SP
248104;Pessoa Fisica;Feminino;Ensino Superior ;Empregado - setor privado;DF
248185;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;DF
248264;Pessoa Fisica;Feminino;Pos-graduacao;Jornalista;SP
248323;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico federal;DF
248856;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
248923;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;ES
251181;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empregado - setor privado;SP
252568;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;RS
252755;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;RJ
253062;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;DF
253298;Pessoa Fisica;Feminino;Ensino Superior ;Outra;RJ
253320;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;PR
253904;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empresario/empreendedor;SP
253941;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;MG
254094;Pessoa Fisica;Feminino;Pos-graduacao;Empregado - setor privado;RJ
254358;Pessoa Fisica;Feminino;Ensino Superior ;Profis. Liberal/Autonomo;SP
254396;Pessoa Fisica;Feminino;Pos-graduacao;Empregado - setor privado;SP
255171;Pessoa Fisica;Masculino;Pos-graduacao;Outra;RJ
255661;Pessoa Fisica;Masculino;Pos-graduacao;Empresario/empreendedor;MG
256069;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;MG
256551;Pessoa Fisica;Masculino;Ensino Medio;Outra;BA
256905;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
257545;Pessoa Fisica;Masculino;Ensino Superior ;Outra;CE
258271;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
258299;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empregado - setor privado;SP
259383;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;MG
259917;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;DF
261080;Pessoa Fisica;Masculino;Pos-graduacao;Professor;DF
261769;Pessoa Fisica;Feminino;Ensino Superior ;Outra;BA
262086;Pessoa Fisica;Feminino;Mestrado/Doutorado;Pesquisador;RJ
264755;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
264929;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;DF
266004;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;DF
267221;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;PE
267301;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;SP
270670;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;DF
274120;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;SC
277593;Pessoa Fisica;Feminino;Mestrado/Doutorado;Servidor publico federal;DF
277846;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;RJ
278470;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;PE
278939;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empregado - setor privado;SP
279194;Pessoa Fisica;Masculino;Ensino Medio;Empresario/empreendedor;MG
279541;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;DF
280727;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
280763;Pessoa Fisica;Masculino;Ensino Medio;Outra;MG
283415;Pessoa Fisica;Feminino;Pos-graduacao;Empregado - setor privado;RJ
284941;Pessoa Fisica;Feminino;Mestrado/Doutorado;Jornalista;DF
285948;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
286239;Pessoa Fisica;Feminino;Ensino Superior ;Estudante;MG
286384;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;DF
286667;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;PA
287003;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;MT
287417;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;TO
289063;Pessoa Fisica;Masculino;Ensino Medio;Estudante;DF
289975;Pessoa Fisica;Feminino;Mestrado/Doutorado;Pesquisador;RS
290101;Pessoa Fisica;Feminino;Ensino Superior ;Professor;SP
291210;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;DF
292040;Pessoa Fisica;Masculino;Pos-graduacao;Professor;PE
292622;Pessoa Fisica;Masculino;Ensino Superior ;Membro de partido politico;RS
293102;Pessoa Fisica;Feminino;Mestrado/Doutorado;Servidor publico estadual;SP
294057;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;MA
294339;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;SP
294392;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;TO
295425;Pessoa Fisica;Masculino;Ensino Superior ;Outra;DF
296285;Pessoa Fisica;Masculino;Pos-graduacao;Pesquisador;SP
298846;Pessoa Fisica;Masculino;Ensino Superior ;Outra;RJ
300043;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico federal;CE
300263;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
301008;Pessoa Fisica;Feminino;Pos-graduacao;Empregado - setor privado;SP
301319;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;ES
301583;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RJ
301641;Pessoa Fisica;Masculino;Ensino Medio;Empregado - setor privado;MG
301795;Pessoa Fisica;Masculino;Ensino Medio;Estudante;GO
302290;Pessoa Fisica;Masculino;Ensino Superior ;Professor;PR
302435;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;GO
302485;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;RJ
302644;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;BA
302679;Pessoa Fisica;Feminino;Mestrado/Doutorado;Estudante;SP
303645;Pessoa Fisica;Masculino;Ensino Medio;Outra;PR
305527;Pessoa Fisica;Masculino;Ensino Medio;Estudante;DF
306245;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;DF
307455;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;DF
307885;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;ES
307915;Pessoa Fisica;Feminino;Mestrado/Doutorado;Pesquisador;PA
307968;Pessoa Fisica;Feminino;Mestrado/Doutorado;Estudante;RS
308643;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;RR
309472;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;SP
309990;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
310119;Pessoa Fisica;Masculino;Ensino Medio;Empresario/empreendedor;MG
310775;Pessoa Fisica;Masculino;Ensino Medio;Estudante;RJ
312297;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;PB
312342;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico estadual;MA
312356;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;DF
312718;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico estadual;SC
314901;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;SP
315269;Pessoa Fisica;Masculino;Mestrado/Doutorado;Estudante;BA
316714;Pessoa Fisica;Masculino;Ensino Superior ;Membro de partido politico;PE
317511;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico municipal;BA
317816;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;MG
318415;Pessoa Fisica;Masculino;Pos-graduacao;Outra;BA
319626;Pessoa Fisica;Masculino;Ensino Medio;Outra;RJ
320511;Pessoa Fisica;Masculino;Pos-graduacao;Estudante;SP
320708;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;MG
321603;Pessoa Fisica;Masculino;Pos-graduacao;Pesquisador;RJ
322287;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;PA
322365;Pessoa Fisica;Feminino;Mestrado/Doutorado;Estudante;RS
324208;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;PB
324716;Pessoa Fisica;Feminino;Mestrado/Doutorado;Empresario/empreendedor;SP
325138;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;DF
325180;Pessoa Fisica;Feminino;Ensino Superior ;Estudante;DF
325552;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
326934;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
327645;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;MG
328694;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;AP
329457;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;SP
329475;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;RJ
330632;Pessoa Fisica;Feminino;Mestrado/Doutorado;Servidor publico federal;RN
331297;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;RJ
331544;Pessoa Fisica;Masculino;Ensino Superior ;Outra;RJ
331634;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;PR
332042;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;SP
332590;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
332771;Pessoa Fisica;Masculino;Pos-graduacao;Pesquisador;DF
332942;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;RJ
332952;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;RJ
333335;Pessoa Fisica;Masculino;Pos-graduacao;Jornalista;SP
335188;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;SP
335430;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;RJ
336156;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;PB
336873;Pessoa Fisica;Feminino;Pos-graduacao;Membro de ONG nacional;MT
337274;Pessoa Fisica;Masculino;Ensino Superior ;Outra;MG
337279;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;PB
338233;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico federal;SC
338897;Pessoa Fisica;Masculino;Ensino Medio;Outra;MA
339402;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;RS
339495;Pessoa Fisica;Masculino;Ensino Superior ;Pesquisador;SP
340929;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;PR
342500;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;SP
343079;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;SP
343360;Pessoa Fisica;Feminino;Ensino Superior ;Estudante;SP
343391;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico estadual;RS
343435;Pessoa Fisica;Masculino;Ensino Medio;Estudante;DF
344139;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;SP
344764;Pessoa Fisica;Masculino;Ensino Superior ;Professor;RJ
345398;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;PB
345730;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;MG
347082;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;RJ
347289;Pessoa Fisica;Feminino;Ensino Medio;Outra;SC
348264;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
348292;Pessoa Fisica;Masculino;Ensino Superior ;Outra;DF
348499;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico estadual;SP
349903;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;MS
350079;Pessoa Fisica;Feminino;Mestrado/Doutorado;Pesquisador;RJ
350449;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;DF
351210;Pessoa Fisica;Feminino;Pos-graduacao;Estudante;RJ
351599;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;SP
351801;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;DF
352023;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;SC
352550;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico municipal;PR
353148;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico estadual;RN
354016;Pessoa Fisica;Masculino;Pos-graduacao;Professor;MG
354179;Pessoa Fisica;Feminino;Pos-graduacao;Empregado - setor privado;SP
354327;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;TO
355092;Pessoa Fisica;Feminino;Pos-graduacao;Professor;MG
355952;Pessoa Fisica;Masculino;Mestrado/Doutorado;Jornalista;PR
356084;Pessoa Fisica;Feminino;Ensino Superior ;Empregado - setor privado;MG
356501;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
356621;Pessoa Fisica;Masculino;Pos-graduacao;Jornalista;RJ
356901;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;SP
356995;Pessoa Fisica;Feminino;Ensino Medio;Outra;SP
357308;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;SC
358113;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;SC
359038;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;AP
359059;Pessoa Fisica;Masculino;Mestrado/Doutorado;Outra;ES
359973;Pessoa Fisica;Feminino;Ensino Superior ;Profis. Liberal/Autonomo;DF
360017;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;RJ
360124;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
360180;Pessoa Fisica;Masculino;Pos-graduacao;Estudante;RJ
360921;Pessoa Fisica;Feminino;Ensino Superior ;Profis. Liberal/Autonomo;DF
363055;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;PE
363473;Pessoa Fisica;Masculino;Ensino Medio;Outra;RJ
363478;Pessoa Fisica;Masculino;Pos-graduacao;Empresario/empreendedor;RS
363642;Pessoa Fisica;Masculino;Pos-graduacao;Outra;SP
364330;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico estadual;CE
364601;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;GO
365263;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;BA
365665;Pessoa Fisica;Masculino;Ensino Medio;Estudante;PB
365878;Pessoa Fisica;Feminino;Ensino Superior ;Outra;RJ
365943;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
366707;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;PA
366998;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;SE
367429;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;RJ
367503;Pessoa Fisica;Masculino;Pos-graduacao;Pesquisador;SP
367793;Pessoa Fisica;Masculino;Mestrado/Doutorado;Profis. Liberal/Autonomo;PR
367796;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
368043;Pessoa Fisica;Feminino;Mestrado/Doutorado;Professor;BA
368410;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;AM
368935;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;PR
369885;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;MG
369962;Pessoa Fisica;Masculino;Pos-graduacao;Outra;SP
370644;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;RJ
370789;Pessoa Fisica;Feminino;Ensino Superior ;Outra;RJ
371347;Pessoa Fisica;Masculino;Pos-graduacao;Outra;SP
371814;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;SP
371943;Pessoa Fisica;Feminino;Ensino Superior ;Pesquisador;SP
372010;Pessoa Fisica;Masculino;Mestrado/Doutorado;Estudante;RJ
372448;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;RJ
372517;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
372809;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RN
372895;Pessoa Fisica;Feminino;Pos-graduacao;Profis. Liberal/Autonomo;RN
373019;Pessoa Fisica;Feminino;Mestrado/Doutorado;Servidor publico federal;DF
373278;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico estadual;MG
374487;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;PE
374497;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;CE
374519;Pessoa Fisica;Feminino;Ensino Superior ;Professor;RJ
374788;Pessoa Fisica;Feminino;Mestrado/Doutorado;Servidor publico federal;PB
375361;Pessoa Fisica;Masculino;Pos-graduacao;Empresario/empreendedor;DF
375925;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;PA
376059;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;AM
376072;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;DF
376557;Pessoa Fisica;Masculino;Ensino Superior ;Outra;RJ
376689;Pessoa Fisica;Masculino;Ensino Superior ;Pesquisador;PE
378708;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;PE
379075;Pessoa Fisica;Feminino;Mestrado/Doutorado;Professor;RJ
379892;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;RN
380398;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SC
380399;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
380417;Pessoa Fisica;Feminino;Ensino Superior ;Membro de ONG nacional;SP
380579;Pessoa Fisica;Masculino;Mestrado/Doutorado;Outra;MG
380663;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;PA
380798;Pessoa Fisica;Masculino;Ensino Medio;Jornalista;TO
381015;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
381022;Pessoa Fisica;Feminino;Mestrado/Doutorado;Estudante;RJ
381591;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empregado - setor privado;SP
382217;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;PR
384252;Pessoa Fisica;Feminino;Ensino Superior ;Empresario/empreendedor;DF
384416;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;DF
384855;Pessoa Fisica;Feminino;Ensino Superior ;Empresario/empreendedor;DF
385084;Pessoa Fisica;Feminino;Ensino Superior ;Outra;DF
385125;Pessoa Fisica;Feminino;Pos-graduacao;Empregado - setor privado;RJ
385797;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;PB
386758;Pessoa Fisica;Masculino;Ensino Medio;Estudante;DF
386947;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
387082;Pessoa Fisica;Masculino;Pos-graduacao;Outra;PE
387136;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empregado - setor privado;MG
387490;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SC
387636;Pessoa Fisica;Feminino;Ensino Superior ;Empregado - setor privado;SP
387771;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;PA
388103;Pessoa Fisica;Masculino;Ensino Superior ;Outra;DF
388426;Pessoa Fisica;Feminino;Ensino Superior ;Estudante;PR
388695;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;SC
389042;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;SP
389214;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;DF
389250;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico federal;ES
389585;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;PB
389696;Pessoa Fisica;Masculino;Ensino Fundamental;Outra;SP
389717;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;MA
390444;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;RJ
390468;Pessoa Fisica;Feminino;Ensino Superior ;Empregado - setor privado;SP
390602;Pessoa Fisica;Masculino;Ensino Superior ;Outra;SP
390992;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;RJ
391216;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;MG
391225;Pessoa Fisica;Masculino;Ensino Medio;Estudante;DF
391382;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
391569;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;RJ
392080;Pessoa Fisica;Feminino;Ensino Superior ;Empregado - setor privado;PR
392348;Pessoa Fisica;Masculino;Pos-graduacao;Outra;SP
392880;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
392915;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;RJ
393094;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;SP
393534;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;MT
393689;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empresario/empreendedor;SP
394145;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;CE
394538;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
394611;Pessoa Fisica;Feminino;Mestrado/Doutorado;Servidor publico municipal;SP
394866;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
395095;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RJ
395119;Pessoa Fisica;Masculino;Mestrado/Doutorado;Profis. Liberal/Autonomo;PR
395342;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;SP
396121;Pessoa Fisica;Masculino;Pos-graduacao;Outra;DF
396176;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;SP
396430;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;RS
397288;Pessoa Fisica;Masculino;Ensino Medio;Empregado - setor privado;PE
397462;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;SC
397501;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
397777;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico estadual;SP
397932;Pessoa Fisica;Masculino;Ensino Medio;Profis. Liberal/Autonomo;BA
398781;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;RJ
399444;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;AP
399612;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;AL
399710;Pessoa Fisica;Feminino;Ensino Superior ;Jornalista;DF
399897;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
400212;Pessoa Fisica;Masculino;Pos-graduacao;Profis. Liberal/Autonomo;DF
400263;Pessoa Fisica;Feminino;Ensino Superior ;Estudante;SP
400783;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;RJ
400847;Pessoa Fisica;Feminino;Ensino Superior ;Outra;SP
401366;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;AL
401742;Pessoa Fisica;Masculino;Ensino Medio;Empresario/empreendedor;DF
402293;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;RJ
402505;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;RJ
402775;Pessoa Fisica;Masculino;Mestrado/Doutorado;Outra;SP
402867;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;RS
402941;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;DF
403364;Pessoa Fisica;Feminino;Ensino Superior ;Empresario/empreendedor;PR
403425;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;RJ
403622;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;DF
403625;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
403652;Pessoa Fisica;Feminino;Ensino Superior ;Servidor publico federal;RJ
403739;Pessoa Fisica;Masculino;Mestrado/Doutorado;Estudante;RJ
403869;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;DF
403961;Pessoa Fisica;Masculino;Mestrado/Doutorado;Profis. Liberal/Autonomo;SP
404488;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico municipal;PR
404504;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;SP
404661;Pessoa Juridica;Nao se aplica;Nao se aplica;Nao se aplica;SP
404744;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;PE
405128;Pessoa Fisica;Feminino;Mestrado/Doutorado;Pesquisador;SP
405135;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;SC
405208;Pessoa Fisica;Masculino;Ensino Superior ;Outra;MG
405209;Pessoa Fisica;Masculino;Pos-graduacao;Professor;PE
405221;Pessoa Fisica;Feminino;Ensino Superior ;Estudante;SP
406019;Pessoa Fisica;Feminino;Ensino Superior ;Outra;MT
406110;Pessoa Fisica;Masculino;Ensino Superior ;Profis. Liberal/Autonomo;SC
406503;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;MA
407084;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;GO
407914;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;DF
408837;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;PE
409543;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;AP
409582;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;RJ
409654;Pessoa Fisica;Feminino;Ensino Superior ;Profis. Liberal/Autonomo;SP
409694;Pessoa Fisica;Masculino;Ensino Superior ;Empresario/empreendedor;BA
410001;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;SP
410825;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;ES
411833;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;SP
412440;Pessoa Fisica;Masculino;Mestrado/Doutorado;Membro de ONG nacional;GO
413205;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;SP
413227;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico municipal;SP
413467;Pessoa Fisica;Feminino;Ensino Superior ;Outra;DF
413617;Pessoa Fisica;Masculino;Ensino Superior ;Empregado - setor privado;RJ
413887;Pessoa Fisica;Masculino;Mestrado/Doutorado;Pesquisador;SP
413935;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;MG
413937;Pessoa Fisica;Masculino;Mestrado/Doutorado;Servidor publico federal;SC
413999;Pessoa Fisica;Masculino;Mestrado/Doutorado;Empresario/empreendedor;SC
414078;Pessoa Fisica;Masculino;Pos-graduacao;Empresario/empreendedor;DF
414148;Pessoa Fisica;Masculino;Pos-graduacao;Empresario/empreendedor;PE
414390;Pessoa Fisica;Masculino;Ensino Superior ;Estudante;SP
414648;Pessoa Fisica;Masculino;Ensino Superior ;Jornalista;DF
415011;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;SP
415077;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;MG
415117;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;MG
415185;Pessoa Fisica;Masculino;Pos-graduacao;Empresario/empreendedor;RO
415738;Pessoa Fisica;Masculino;Pos-graduacao;Servidor publico federal;DF
415957;Pessoa Fisica;Masculino;Mestrado/Doutorado;Estudante;MG
416274;Pessoa Fisica;Masculino;Pos-graduacao;Empregado - setor privado;RJ
416457;Pessoa Fisica;Masculino;Ensino Medio;Servidor publico federal;PA
416754;Pessoa Fisica;Feminino;Pos-graduacao;Servidor publico federal;RS
417187;Pessoa Fisica;Masculino;Ensino Superior ;Servidor publico federal;SP
417299;Pessoa Fisica;Masculino;Mestrado/Doutorado;Professor;CE
