IdSolicitante,TipoDemandante,Sexo,Escolaridade,Profissao,UF
198,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
211,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
229,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,RJ
237,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,SP
289,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,CE
350,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RJ
735,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,MS
1013,Pessoa Física,Masculino,Mestrado/Doutorado,Jornalista,DF
1030,Pessoa Física,Feminino,Ensino Superior ,Jornalista,DF
1048,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,DF
1105,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,GO
1117,Pessoa Física,Masculino,Ensino Superior ,Jornalista,SC
1237,Pessoa Física,Masculino,Ensino Superior ,Jornalista,DF
1243,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,MG
1260,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,GO
1308,Pessoa Física,Masculino,Ensino Superior ,Jornalista,SP
1382,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,SP
1642,Pessoa Física,Masculino,Ensino Superior ,Jornalista,DF
1661,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,RS
1678,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,DF
1794,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,SP
1813,Pessoa Física,Feminino,Ensino Médio,Estudante,SP
1889,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,PA
1930,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,MA
2017,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,CE
2163,Pessoa Física,Masculino,Ensino Superior ,Jornalista,DF
2227,Pessoa Física,Masculino,Ensino Superior ,Jornalista,DF
2235,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,MT
2260,Pessoa Física,Feminino,Pós-graduação,Jornalista,SP
2316,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RJ
2343,Pessoa Física,Masculino,Pós-graduação,Servidor público estadual,AL
2775,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RJ
2859,Pessoa Física,Masculino,Ensino Superior ,Professor,BA
2929,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
2950,Pessoa Física,Feminino,Ensino Superior ,Servidor público federal,MG
3194,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,MT
3339,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,RJ
3345,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,DF
3477,Pessoa Física,Feminino,Mestrado/Doutorado,Servidor público federal,PR
3666,Pessoa Física,Masculino,Ensino Superior ,Estudante,BA
3741,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,DF
3742,Pessoa Física,Masculino,Ensino Superior ,Outra,PR
3907,Pessoa Física,Feminino,Ensino Superior ,Servidor público federal,DF
4121,Pessoa Física,Masculino,Pós-graduação,Professor,AM
4399,Pessoa Física,Masculino,Pós-graduação,Jornalista,PB
4408,Pessoa Física,Feminino,Ensino Superior ,Jornalista,RJ
4773,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,DF
4875,Pessoa Física,Feminino,Ensino Superior ,Pesquisador,SP
4949,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,RS
4980,Pessoa Física,Masculino,Ensino Médio,Membro de ONG nacional,SP
5038,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,SC
5115,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,RJ
5222,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,RJ
5394,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,MS
5396,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,PR
5808,Pessoa Física,Masculino,Ensino Médio,Servidor público municipal,MG
5878,Pessoa Física,Masculino,Ensino Médio,Outra,RJ
5891,Pessoa Física,Masculino,Ensino Fundamental,Empregado - setor privado,PA
6081,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,RJ
6104,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,MA
6168,Pessoa Física,Feminino,Mestrado/Doutorado,Professor,RS
6423,Pessoa Física,Feminino,Pós-graduação,Jornalista,MS
6544,Pessoa Física,Masculino,Ensino Superior ,Estudante,SP
6865,Pessoa Física,Feminino,Mestrado/Doutorado,Professor,PE
6999,Pessoa Física,Masculino,Mestrado/Doutorado,Outra,DF
7023,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,AL
7369,Pessoa Física,Masculino,Ensino Médio,Outra,MG
7536,Pessoa Física,Masculino,Pós-graduação,Servidor público estadual,DF
7609,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,MA
7659,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,SP
7922,Pessoa Física,Masculino,Ensino Superior ,Estudante,SP
8044,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,MG
8115,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,AM
8713,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
8741,Pessoa Física,Masculino,Ensino Superior ,Outra,RJ
8761,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
8762,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,DF
8766,Pessoa Física,Feminino,Ensino Superior ,Jornalista,RJ
8776,Pessoa Física,Masculino,Pós-graduação,Outra,MG
8781,Pessoa Física,Masculino,Pós-graduação,Membro de ONG nacional,SP
8809,Pessoa Física,Masculino,Ensino Superior ,Professor,SP
9122,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,CE
9201,Pessoa Física,Masculino,Pós-graduação,Membro de partido político,SP
9234,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,GO
9472,Pessoa Física,Masculino,Ensino Superior ,Jornalista,SP
9492,Pessoa Física,Masculino,Ensino Superior ,Servidor público estadual,CE
9733,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,SC
10460,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
10624,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
10942,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,RJ
10990,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,DF
11127,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,SP
11217,Pessoa Física,Feminino,Mestrado/Doutorado,Membro de ONG nacional,DF
11322,Pessoa Física,Masculino,Ensino Superior ,Estudante,SC
11379,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
11961,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,SP
11997,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,MG
12147,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,MT
12546,Pessoa Física,Masculino,Ensino Médio,Profis. Liberal/autônomo,SP
12616,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,RJ
12837,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,DF
13125,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RJ
13218,Pessoa Física,Masculino,Ensino Superior ,Jornalista,RJ
13580,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,SE
13743,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SP
13752,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,DF
14579,Pessoa Física,Masculino,Ensino Médio,Servidor público federal,RS
15427,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,MG
15631,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,PI
15642,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RN
15954,Pessoa Física,Masculino,Ensino Superior ,Outra,DF
16069,Pessoa Física,Masculino,Mestrado/Doutorado,Profis. Liberal/autônomo,RJ
16257,Pessoa Física,Masculino,Ensino Superior ,Estudante,MG
16273,Pessoa Física,Masculino,Ensino Superior ,Jornalista,DF
16813,Pessoa Física,Masculino,Ensino Superior ,Estudante,SP
17257,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RS
17622,Pessoa Física,Masculino,Ensino Superior ,Jornalista,DF
17719,Pessoa Física,Masculino,Ensino Superior ,Estudante,GO
17864,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,RN
17995,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RJ
18038,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,RS
18366,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,DF
18426,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
18765,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,AM
19004,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,SP
19247,Pessoa Física,Masculino,Pós-graduação,Jornalista,DF
19500,Pessoa Física,Masculino,Ensino Médio,Jornalista,MG
19656,Pessoa Física,Feminino,Mestrado/Doutorado,Empresário/empreendedor,SP
19716,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,DF
19893,Pessoa Física,Masculino,Ensino Superior ,Jornalista,DF
19919,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,RJ
20386,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,ES
20460,Pessoa Física,Masculino,Ensino Superior ,Outra,MG
20535,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,PB
20916,Pessoa Física,Masculino,Ensino Superior ,Outra,RJ
20958,Pessoa Física,Masculino,Pós-graduação,Outra,BA
20995,Pessoa Física,Masculino,Ensino Superior ,Jornalista,RJ
21151,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,MG
21208,Pessoa Física,Masculino,Ensino Médio,Estudante,RS
21304,Pessoa Física,Masculino,Ensino Superior ,Outra,BA
21396,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,GO
21769,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
21824,Pessoa Física,Masculino,Ensino Médio,Empresário/empreendedor,SC
21854,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,TO
21867,Pessoa Física,Masculino,Ensino Superior ,Estudante,DF
22072,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
22334,Pessoa Física,Masculino,Mestrado/Doutorado,Empresário/empreendedor,DF
22450,Pessoa Física,Masculino,Ensino Superior ,Estudante,MA
22627,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,CE
22855,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,RS
22981,Pessoa Física,Feminino,Mestrado/Doutorado,Empregado - setor privado,MG
23024,Pessoa Física,Masculino,Ensino Superior ,Membro de ONG nacional,SP
23262,Pessoa Física,Masculino,Ensino Superior ,Outra,RS
23316,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
23330,Pessoa Física,Feminino,Mestrado/Doutorado,Professor,PR
23626,Pessoa Física,Masculino,Ensino Superior ,Jornalista,DF
23881,Pessoa Física,Masculino,Pós-graduação,Outra,PA
24105,Pessoa Física,Masculino,Pós-graduação,Pesquisador,DF
24169,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RJ
24231,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,RS
24307,Pessoa Física,Masculino,Pós-graduação,Servidor público estadual,DF
24331,Pessoa Física,Feminino,Ensino Superior ,Estudante,PE
24350,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,AM
24411,Pessoa Física,Masculino,Ensino Superior ,Jornalista,SP
24882,Pessoa Física,Masculino,Mestrado/Doutorado,Outra,ES
24957,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,RJ
25158,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RN
25491,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,RJ
25569,Pessoa Física,Masculino,Mestrado/Doutorado,Estudante,MT
26244,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,MT
26265,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,AM
26745,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
26852,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,RJ
26860,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,DF
27041,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,CE
27323,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,MG
27398,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
27407,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RS
27484,Pessoa Física,Masculino,Ensino Superior ,Estudante,PE
27662,Pessoa Física,Masculino,Mestrado/Doutorado,Profis. Liberal/autônomo,CE
27849,Pessoa Física,Feminino,Pós-graduação,Servidor público municipal,RJ
28426,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,RJ
28461,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,DF
28704,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,ES
28953,Pessoa Física,Masculino,Ensino Médio,Profis. Liberal/autônomo,SP
28957,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,DF
29109,Pessoa Física,Masculino,Pós-graduação,Jornalista,PR
29387,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,PB
29629,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,SE
29654,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,ES
29950,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,MG
30293,Pessoa Física,Masculino,Ensino Médio,Outra,SP
30382,Pessoa Física,Masculino,Ensino Superior ,Estudante,BA
30465,Pessoa Física,Masculino,Mestrado/Doutorado,Empregado - setor privado,RJ
31132,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,AM
31432,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,SP
31465,Pessoa Física,Masculino,Ensino Superior ,Estudante,GO
32069,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SP
32091,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,SP
32419,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RS
32658,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,RJ
33051,Pessoa Física,Masculino,Ensino Superior ,Professor,MA
33354,Pessoa Física,Masculino,Ensino Superior ,Servidor público estadual,SP
33459,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,PR
33545,Pessoa Física,Masculino,Ensino Superior ,Estudante,AL
33909,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SP
34330,Pessoa Física,Masculino,Ensino Médio,Servidor público federal,MG
34427,Pessoa Física,Masculino,Ensino Superior ,Estudante,RJ
34653,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,ES
34713,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,MG
34971,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
35336,Pessoa Física,Masculino,Pós-graduação,Professor,SP
35434,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,RJ
35571,Pessoa Física,Masculino,Mestrado/Doutorado,Estudante,RS
35775,Pessoa Física,Masculino,Ensino Superior ,Jornalista,SP
35803,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,DF
35928,Pessoa Física,Masculino,Ensino Médio,Estudante,RO
36345,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,DF
36557,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,RN
37026,Pessoa Física,Feminino,Ensino Superior ,Outra,ES
37089,Pessoa Física,Masculino,Pós-graduação,Outra,SP
37188,Pessoa Física,Masculino,Ensino Médio,Outra,SP
37194,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,DF
37237,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,CE
37290,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
37380,Pessoa Física,Masculino,Ensino Superior ,Jornalista,RJ
37400,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,DF
37447,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,PA
37622,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,SP
38025,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
38237,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,DF
38710,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,RR
38810,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SC
39251,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,RN
40932,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,SP
41178,Pessoa Física,Feminino,Mestrado/Doutorado,Pesquisador,SP
41234,Pessoa Física,Masculino,Ensino Superior ,Estudante,PB
41537,Pessoa Física,Masculino,Pós-graduação,Outra,PR
41727,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,RJ
41983,Pessoa Física,Masculino,Pós-graduação,Servidor público estadual,AM
42206,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,PR
42230,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
42662,Pessoa Física,Masculino,Ensino Superior ,Outra,SC
43521,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,MG
44147,Pessoa Física,Masculino,Ensino Superior ,Estudante,AM
44901,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,MG
45116,Pessoa Física,Masculino,Ensino Superior ,Estudante,BA
45686,Pessoa Física,Masculino,Pós-graduação,Outra,SP
45742,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RN
46519,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
46849,Pessoa Física,Feminino,Ensino Superior ,Jornalista,DF
46885,Pessoa Física,Feminino,Ensino Médio,Profis. Liberal/autônomo,RJ
47095,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,RJ
47109,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,DF
47542,Pessoa Física,Masculino,Ensino Superior ,Servidor público estadual,MT
47778,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,SP
47988,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
48150,Pessoa Física,Masculino,Ensino Médio,Estudante,SP
49253,Pessoa Física,Masculino,Ensino Superior ,Jornalista,RS
49526,Pessoa Física,Masculino,Ensino Superior ,Outra,SP
49895,Pessoa Física,Masculino,Ensino Superior ,Servidor público estadual,MG
49928,Pessoa Física,Masculino,Ensino Médio,Jornalista,SP
50004,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,MA
50048,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,BA
50355,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,MT
50425,Pessoa Física,Masculino,Pós-graduação,Outra,DF
51041,Pessoa Física,Masculino,Ensino Superior ,Estudante,MG
51055,Pessoa Física,Masculino,Ensino Médio,Representante de sindicato,MG
51134,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RJ
51299,Pessoa Física,Feminino,Mestrado/Doutorado,Pesquisador,PE
52031,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SP
52934,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,SP
53431,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,RJ
54045,Pessoa Física,Masculino,Ensino Médio,Empresário/empreendedor,MT
54047,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
54188,Pessoa Física,Masculino,Ensino Superior ,Jornalista,RN
54326,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,MG
54614,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,DF
55196,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,RS
55357,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,SE
55676,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,MG
55900,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
56071,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
56139,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
56300,Pessoa Física,Masculino,Ensino Superior ,Estudante,PI
56307,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RJ
56454,Pessoa Física,Masculino,Mestrado/Doutorado,Outra,SP
56805,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,MG
56862,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RJ
56890,Pessoa Física,Feminino,Pós-graduação,Empregado - setor privado,PB
57196,Pessoa Física,Masculino,Ensino Médio,Servidor público federal,SC
57396,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,DF
57666,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público estadual,GO
57927,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,PR
58142,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,SP
58159,Pessoa Física,Feminino,Ensino Superior ,Estudante,BA
58173,Pessoa Física,Masculino,Pós-graduação,Outra,DF
58801,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RJ
61181,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,RS
61197,Pessoa Física,Masculino,Pós-graduação,Professor,MG
61416,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,DF
62376,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,SP
62653,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,RJ
62775,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,PE
62898,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,PR
63208,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,DF
63263,Pessoa Física,Feminino,Ensino Superior ,Profis. Liberal/autônomo,DF
63416,Pessoa Física,Masculino,Ensino Superior ,Outra,PB
63478,Pessoa Física,Feminino,Ensino Superior ,Jornalista,SP
63794,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,RJ
64355,Pessoa Física,Feminino,Mestrado/Doutorado,Membro de ONG nacional,DF
64521,Pessoa Física,Masculino,Pós-graduação,Empresário/empreendedor,PR
64647,Pessoa Física,Masculino,Mestrado/Doutorado,Estudante,RJ
64793,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,RJ
65471,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,AL
65473,Pessoa Física,Masculino,Ensino Médio,Outra,SP
65563,Pessoa Física,Masculino,Ensino Médio,Servidor público federal,DF
65587,Pessoa Física,Feminino,Mestrado/Doutorado,Servidor público estadual,SP
65645,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,DF
65689,Pessoa Física,Masculino,Ensino Médio,Estudante,TO
65703,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,TO
65964,Pessoa Física,Masculino,Pós-graduação,Estudante,MG
66120,Pessoa Física,Feminino,Mestrado/Doutorado,Servidor público federal,DF
66382,Pessoa Física,Masculino,Ensino Superior ,Estudante,SP
66640,Pessoa Física,Feminino,Ensino Médio,Estudante,RN
66876,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
67028,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,MG
67120,Pessoa Física,Masculino,Ensino Médio,Estudante,RR
67153,Pessoa Física,Masculino,Ensino Superior ,Professor,SP
67566,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,MS
67897,Pessoa Física,Masculino,Mestrado/Doutorado,Empregado - setor privado,SP
68574,Pessoa Física,Masculino,Ensino Médio,Servidor público federal,DF
68680,Pessoa Física,Feminino,Ensino Superior ,Servidor público estadual,RS
68788,Pessoa Física,Masculino,Ensino Médio,Estudante,SP
69069,Pessoa Física,Masculino,Ensino Médio,Outra,RJ
69122,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público estadual,BA
69283,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RJ
69410,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
69944,Pessoa Física,Feminino,Mestrado/Doutorado,Pesquisador,SP
70857,Pessoa Física,Masculino,Ensino Superior ,Servidor público estadual,RS
70996,Pessoa Física,Feminino,Pós-graduação,Pesquisador,DF
72213,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,SP
72362,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,RJ
72563,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
72750,Pessoa Física,Feminino,Ensino Médio,Estudante,AC
73911,Pessoa Física,Masculino,Ensino Superior ,Outra,DF
74166,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público estadual,MT
74399,Pessoa Física,Masculino,Ensino Superior ,Jornalista,SP
74427,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,SP
74740,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,SP
74829,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,MG
75083,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,DF
75371,Pessoa Física,Masculino,Ensino Superior ,Jornalista,DF
75394,Pessoa Física,Masculino,Ensino Médio,Estudante,SP
75403,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
76424,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,DF
76515,Pessoa Física,Feminino,Mestrado/Doutorado,Profis. Liberal/autônomo,DF
76648,Pessoa Física,Masculino,Mestrado/Doutorado,Estudante,SC
76888,Pessoa Física,Masculino,Pós-graduação,Professor,RO
77363,Pessoa Física,Feminino,Mestrado/Doutorado,Pesquisador,SP
77441,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
77803,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,SP
78196,Pessoa Física,Masculino,Ensino Superior ,Estudante,DF
78809,Pessoa Física,Masculino,Mestrado/Doutorado,Profis. Liberal/autônomo,SP
79063,Pessoa Física,Masculino,Ensino Superior ,Servidor público estadual,RO
79073,Pessoa Física,Feminino,Mestrado/Doutorado,Pesquisador,AM
79100,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,BA
79831,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,SP
80376,Pessoa Física,Masculino,Ensino Superior ,Outra,SP
81239,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SP
81655,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,DF
81951,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,SP
82503,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,SP
82795,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,MG
82803,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,RN
82989,Pessoa Física,Feminino,Ensino Médio,Outra,RJ
83336,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
83709,Pessoa Física,Masculino,Ensino Médio,Servidor público federal,PR
83764,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,SP
84435,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SP
84517,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
84729,Pessoa Física,Feminino,Mestrado/Doutorado,Empregado - setor privado,SP
85588,Pessoa Física,Masculino,Pós-graduação,Jornalista,PE
85635,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RJ
