IdSolicitante,TipoDemandante,Sexo,Escolaridade,Profissao,UF
1065651,Pessoa Física,Feminino,Ensino Médio,Outra,MG
1065662,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,SP
1065663,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SP
1065672,Pessoa Física,Masculino,Mestrado/Doutorado,Profis. Liberal/autônomo,BA
1065678,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,SP
1065682,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
1065688,Pessoa Física,Feminino,Mestrado/Doutorado,Empregado - setor privado,SP
1065689,Pessoa Física,Feminino,Ensino Superior ,Servidor público federal,RJ
1065691,Pessoa Física,Feminino,Mestrado/Doutorado,Professor,AC
1065698,Pessoa Física,Feminino,Ensino Superior ,Professor,SP
1065703,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,RJ
1065714,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,MG
1065722,Pessoa Física,Feminino,Mestrado/Doutorado,Professor,MG
1065723,Pessoa Física,Masculino,Ensino Superior ,Servidor público estadual,GO
1065729,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,CE
1065737,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,RJ
1065744,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,MG
1065745,Pessoa Física,Feminino,Ensino Superior ,Empresário/empreendedor,PR
1065763,Pessoa Física,Masculino,Ensino Superior ,Outra,MG
1065764,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,PR
1065768,Pessoa Física,Feminino,Ensino Fundamental,Profis. Liberal/autônomo,SE
1065777,Pessoa Física,Masculino,Ensino Superior ,Estudante,PE
1065782,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,SP
1065783,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
1065789,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,SP
1065790,Pessoa Física,Masculino,Ensino Superior ,Estudante,RN
1065801,Pessoa Física,Feminino,Ensino Superior ,Estudante,MG
1065807,Pessoa Física,Feminino,Ensino Superior ,Empresário/empreendedor,PB
1065811,Pessoa Física,Feminino,Ensino Médio,Outra,SP
1065822,Pessoa Física,Masculino,Pós-graduação,Servidor público estadual,BA
1065823,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,MG
1065825,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,PA
1065830,Pessoa Física,Feminino,Ensino Superior ,Empresário/empreendedor,SC
1065845,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,SC
1065855,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,PA
1065861,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
1065881,Pessoa Física,Masculino,Ensino Médio,Outra,SP
1065882,Pessoa Física,Masculino,Mestrado/Doutorado,Empresário/empreendedor,RJ
1065886,Pessoa Física,Masculino,Ensino Fundamental,Empregado - setor privado,RR
1065893,Pessoa Física,Feminino,Ensino Superior ,Empresário/empreendedor,CE
1065896,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,PR
1065901,Pessoa Física,Feminino,Pós-graduação,Empregado - setor privado,DF
1065912,Pessoa Física,Feminino,Ensino Superior ,Servidor público federal,PE
1065915,Pessoa Física,Masculino,Pós-graduação,Pesquisador,PR
1065927,Pessoa Física,Feminino,Ensino Médio,Servidor público federal,PI
1065928,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,TO
1065932,Pessoa Física,Masculino,Ensino Médio,Outra,MG
1065938,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,AC
1065939,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,PR
1065941,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SP
1065945,Pessoa Física,Feminino,Ensino Superior ,Servidor público municipal,MG
1065948,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RJ
1065951,Pessoa Física,Feminino,Ensino Superior ,Estudante,PB
1065952,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SE
1065953,Pessoa Física,Feminino,Ensino Fundamental,Outra,DF
1065954,Pessoa Física,Feminino,Ensino Médio,Servidor público federal,AM
1065956,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,ES
1065961,Pessoa Física,Feminino,Ensino Superior ,Outra,SP
1065962,Pessoa Física,Masculino,Pós-graduação,Servidor público estadual,CE
1065970,Pessoa Física,Feminino,Pós-graduação,Outra,AL
1065972,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,SP
1065979,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,MG
1065982,Pessoa Física,Feminino,Pós-graduação,Profis. Liberal/autônomo,PR
1065984,Pessoa Física,Feminino,Pós-graduação,Profis. Liberal/autônomo,BA
1065991,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,AM
1065995,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,SP
1065999,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,PI
1066019,Pessoa Física,Feminino,Ensino Superior ,Outra,RJ
1066020,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,DF
1066022,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,DF
1066026,Pessoa Física,Feminino,Ensino Superior ,Estudante,MG
1066031,Pessoa Física,Masculino,Ensino Superior ,Outra,RS
1066032,Pessoa Física,Masculino,Ensino Fundamental,Outra,GO
1066041,Pessoa Física,Masculino,Ensino Superior ,Estudante,RS
1066044,Pessoa Física,Masculino,Pós-graduação,Empresário/empreendedor,SC
1066045,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,MG
1066049,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,SP
1066051,Pessoa Física,Masculino,Ensino Superior ,Outra,SP
1066056,Pessoa Física,Feminino,Ensino Superior ,Empresário/empreendedor,SP
1066057,Pessoa Física,Masculino,Ensino Superior ,Servidor público estadual,PA
1066060,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,MG
1066064,Pessoa Física,Feminino,Pós-graduação,Empregado - setor privado,SP
1066065,Pessoa Física,Masculino,Ensino Superior ,Outra,MG
1066067,Pessoa Física,Masculino,Pós-graduação,Outra,AM
1066068,Pessoa Física,Feminino,Ensino Superior ,Servidor público federal,AL
1066073,Pessoa Física,Masculino,Ensino Médio,Professor,PR
1066074,Pessoa Física,Feminino,Ensino Médio,Estudante,SP
1066077,Pessoa Física,Masculino,Ensino Médio,Outra,PE
1066078,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,MG
1066083,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
1066086,Pessoa Física,Masculino,Ensino Médio,Outra,SP
1066094,Pessoa Física,Feminino,Ensino Médio,Outra,RJ
1066103,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
1066104,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,SC
1066110,Pessoa Física,Masculino,Ensino Médio,Profis. Liberal/autônomo,GO
1066113,Pessoa Física,Feminino,Mestrado/Doutorado,Pesquisador,PR
1066123,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,SP
1066128,Pessoa Física,Masculino,Ensino Superior ,Jornalista,SP
1066129,Pessoa Física,Feminino,Ensino Superior ,Outra,MG
1066133,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,SP
1066137,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,ES
1066138,Pessoa Física,Feminino,Ensino Médio,Empregado - setor privado,PE
1066145,Pessoa Física,Feminino,Ensino Médio,Estudante,RJ
1066147,Pessoa Física,Masculino,Ensino Médio,Servidor público federal,RJ
1066155,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,MG
1066160,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,RJ
1066166,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
1066172,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,RO
1066173,Pessoa Física,Masculino,Pós-graduação,Servidor público estadual,RS
1066174,Pessoa Física,Feminino,Ensino Superior ,Estudante,SP
1066175,Pessoa Física,Feminino,Ensino Superior ,Estudante,ES
1066178,Pessoa Física,Feminino,Ensino Médio,Estudante,RJ
1066179,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,MG
1066183,Pessoa Física,Masculino,Ensino Superior ,Estudante,DF
1066185,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,BA
1066189,Pessoa Física,Feminino,Ensino Superior ,Estudante,RS
1066195,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,RS
1066207,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,RO
1066209,Pessoa Física,Masculino,Ensino Fundamental,Outra,GO
1066217,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
1066219,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,MA
1066223,Pessoa Física,Masculino,Ensino Médio,Estudante,MG
1066226,Pessoa Física,Masculino,Mestrado/Doutorado,Profis. Liberal/autônomo,SC
1066227,Pessoa Física,Feminino,Mestrado/Doutorado,Pesquisador,SC
1066237,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,PR
1066243,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,MG
1066247,Pessoa Física,Feminino,Ensino Superior ,Estudante,RJ
1066268,Pessoa Física,Feminino,Sem instrução formal,Outra,PA
1066269,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,PR
1066272,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,SP
1066278,Pessoa Física,Feminino,Mestrado/Doutorado,Servidor público federal,MG
1066280,Pessoa Física,Feminino,Ensino Superior ,Professor,SC
1066290,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,PI
1066291,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,RJ
1066297,Pessoa Física,Feminino,Mestrado/Doutorado,Professor,RN
1066300,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,CE
1066306,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,MG
1066308,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RS
1066309,Pessoa Física,Feminino,Pós-graduação,Pesquisador,SP
1066325,Pessoa Física,Feminino,Mestrado/Doutorado,Estudante,MG
1066326,Pessoa Física,Masculino,Ensino Médio,Outra,DF
1066336,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,SC
1066344,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,PR
1066345,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,RJ
1066352,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,RJ
1066353,Pessoa Física,Feminino,Ensino Médio,Estudante,SP
1066357,Pessoa Física,Masculino,Ensino Médio,Outra,SP
1066365,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,MA
1066366,Pessoa Física,Feminino,Ensino Superior ,Outra,SP
1066384,Pessoa Física,Masculino,Ensino Superior ,Estudante,CE
1066387,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,SP
1066389,Pessoa Física,Feminino,Ensino Superior ,Estudante,RJ
1066390,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,SP
1066394,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,MG
1066396,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,RJ
1066397,Pessoa Física,Feminino,Ensino Superior ,Empresário/empreendedor,PR
1066398,Pessoa Física,Feminino,Ensino Médio,Outra,RS
1066399,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,GO
1066404,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,ES
1066405,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,SP
1066406,Pessoa Física,Feminino,Ensino Superior ,Professor,RJ
1066408,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,ES
1066419,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,RJ
1066427,Pessoa Física,Feminino,Ensino Superior ,Servidor público federal,MG
1066430,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RO
1066433,Pessoa Física,Masculino,Ensino Superior ,Outra,MG
1066436,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,RJ
1066437,Pessoa Física,Masculino,Ensino Superior ,Outra,SC
1066441,Pessoa Física,Feminino,Mestrado/Doutorado,Professor,PI
1066447,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,MG
1066448,Pessoa Física,Masculino,Ensino Médio,Servidor público municipal,ES
1066449,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
1066459,Pessoa Física,Masculino,Ensino Médio,Empresário/empreendedor,RJ
1066461,Pessoa Física,Feminino,Pós-graduação,Outra,SP
1066463,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,MS
1066470,Pessoa Física,Masculino,Ensino Superior ,Outra,SP
1066473,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,RJ
1066475,Pessoa Física,Masculino,Ensino Superior ,Outra,SP
1066476,Pessoa Física,Feminino,Ensino Superior ,Profis. Liberal/autônomo,RJ
1066477,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,DF
1066478,Pessoa Física,Masculino,Pós-graduação,Profis. Liberal/autônomo,SP
1066486,Pessoa Física,Feminino,Ensino Superior ,Estudante,SP
1066491,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,PB
1066497,Pessoa Física,Feminino,Ensino Superior ,Professor,SP
1066499,Pessoa Física,Feminino,Pós-graduação,Outra,PR
1066502,Pessoa Física,Masculino,Pós-graduação,Outra,PE
1066506,Pessoa Física,Feminino,Ensino Superior ,Outra,RS
1066516,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,PR
1066517,Pessoa Física,Feminino,Ensino Superior ,Estudante,CE
1066519,Pessoa Física,Masculino,Ensino Superior ,Outra,PE
1066524,Pessoa Física,Feminino,Pós-graduação,Empregado - setor privado,SC
1066532,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,PE
1066540,Pessoa Física,Masculino,Ensino Médio,Estudante,DF
1066547,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,RJ
1066552,Pessoa Física,Feminino,Ensino Médio,Empresário/empreendedor,PR
1066557,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,PR
1066558,Pessoa Física,Feminino,Ensino Médio,Empregado - setor privado,SP
1066568,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,RO
1066572,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,PA
1066576,Pessoa Física,Masculino,Ensino Superior ,Outra,PR
1066578,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,MG
1066579,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,MG
1066584,Pessoa Física,Feminino,Ensino Superior ,Professor,MA
1066587,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
1066595,Pessoa Física,Feminino,Ensino Médio,Outra,GO
1066599,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,BA
1066600,Pessoa Física,Feminino,Ensino Superior ,Estudante,DF
1066601,Pessoa Física,Masculino,Ensino Médio,Estudante,BA
1066602,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,SP
1066608,Pessoa Física,Masculino,Ensino Superior ,Outra,SP
1066615,Pessoa Física,Feminino,Ensino Superior ,Estudante,PE
1066617,Pessoa Física,Masculino,Ensino Superior ,Outra,SP
1066618,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SC
1066621,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RS
1066624,Pessoa Física,Masculino,Pós-graduação,Outra,DF
1066625,Pessoa Física,Masculino,Ensino Fundamental,Outra,ES
1066631,Pessoa Física,Masculino,Ensino Médio,Outra,SP
1066638,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,SP
1066640,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,SP
1066646,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,PA
1066652,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,TO
1066653,Pessoa Física,Feminino,Ensino Superior ,Professor,PR
1066657,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RS
1066658,Pessoa Física,Masculino,Ensino Fundamental,Outra,RS
1066661,Pessoa Física,Masculino,Pós-graduação,Outra,AM
1066663,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,PR
1066667,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,RO
1066671,Pessoa Física,Feminino,Ensino Superior ,Empresário/empreendedor,PR
1066676,Pessoa Física,Feminino,Ensino Superior ,Outra,SC
1066679,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,SP
1066683,Pessoa Física,Feminino,Pós-graduação,Empregado - setor privado,MG
1066686,Pessoa Física,Feminino,Ensino Médio,Empregado - setor privado,SC
1066693,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,SP
1066703,Pessoa Física,Masculino,Ensino Superior ,Professor,PA
1066704,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,RO
1066713,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,RJ
1066715,Pessoa Física,Feminino,Pós-graduação,Servidor público estadual,SC
1066720,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,PR
1066725,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,DF
1066733,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,PR
1066741,Pessoa Física,Feminino,Pós-graduação,Professor,RJ
1066743,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,MG
1066745,Pessoa Física,Masculino,Pós-graduação,Servidor público estadual,PI
1066750,Pessoa Física,Masculino,Ensino Superior ,Professor,GO
1066755,Pessoa Física,Feminino,Mestrado/Doutorado,Servidor público estadual,CE
1066759,Pessoa Física,Masculino,Mestrado/Doutorado,Pesquisador,RJ
1066761,Pessoa Física,Masculino,Ensino Superior ,Estudante,BA
1066764,Pessoa Física,Masculino,Ensino Médio,Outra,RS
1066770,Pessoa Física,Masculino,Ensino Superior ,Empresário/empreendedor,SP
1066795,Pessoa Física,Feminino,Pós-graduação,Outra,DF
1066797,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,TO
1066800,Pessoa Física,Feminino,Ensino Superior ,Estudante,PE
1066801,Pessoa Física,Feminino,Ensino Superior ,Professor,MT
1066812,Pessoa Física,Masculino,Ensino Superior ,Outra,PE
1066815,Pessoa Física,Feminino,Ensino Fundamental,Outra,DF
1066818,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
1066828,Pessoa Física,Feminino,Ensino Médio,Empresário/empreendedor,SP
1066842,Pessoa Física,Feminino,Ensino Médio,Empresário/empreendedor,SP
1066843,Pessoa Física,Feminino,Ensino Superior ,Professor,PA
1066848,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,CE
1066850,Pessoa Física,Feminino,Ensino Médio,Servidor público estadual,MG
1066851,Pessoa Física,Masculino,Ensino Médio,Outra,PA
1066852,Pessoa Física,Feminino,Ensino Superior ,Estudante,RJ
1066858,Pessoa Física,Masculino,Ensino Médio,Outra,BA
1066865,Pessoa Física,Feminino,Pós-graduação,Servidor público municipal,GO
1066868,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,RJ
1066873,Pessoa Física,Feminino,Pós-graduação,Empregado - setor privado,MT
1066883,Pessoa Física,Feminino,Pós-graduação,Profis. Liberal/autônomo,SP
1066888,Pessoa Física,Feminino,Ensino Superior ,Empregado - setor privado,SP
1066890,Pessoa Física,Feminino,Pós-graduação,Professor,RS
1066899,Pessoa Física,Masculino,Ensino Superior ,Estudante,SP
1066907,Pessoa Física,Masculino,Ensino Médio,Outra,SP
1066908,Pessoa Física,Masculino,Ensino Superior ,Estudante,DF
1066920,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,MG
1066924,Pessoa Física,Feminino,Ensino Médio,Outra,SE
1066930,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,AM
1066932,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,AM
1066933,Pessoa Física,Masculino,Mestrado/Doutorado,Empregado - setor privado,RJ
1066934,Pessoa Física,Feminino,Pós-graduação,Professor,SP
1066935,Pessoa Física,Masculino,Ensino Médio,Estudante,AP
1066944,Pessoa Física,Masculino,Pós-graduação,Empregado - setor privado,RJ
1066949,Pessoa Física,Feminino,Ensino Superior ,Estudante,RS
1066971,Pessoa Física,Masculino,Ensino Médio,Servidor público federal,RJ
1066989,Pessoa Física,Masculino,Pós-graduação,Servidor público municipal,CE
1066994,Pessoa Física,Masculino,Pós-graduação,Professor,RJ
1066995,Pessoa Física,Feminino,Ensino Médio,Estudante,SP
1067002,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
1067010,Pessoa Física,Feminino,Ensino Superior ,Servidor público municipal,AL
1067015,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
1067017,Pessoa Física,Masculino,Ensino Superior ,Outra,RJ
1067019,Pessoa Física,Feminino,Ensino Médio,Outra,RJ
1067021,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,MT
1067022,Pessoa Física,Masculino,Ensino Superior ,Outra,CE
1067028,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,AL
1067033,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,RJ
1067035,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,RJ
1067044,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,ES
1067056,Pessoa Física,Feminino,Mestrado/Doutorado,Servidor público federal,RJ
1067057,Pessoa Física,Feminino,Pós-graduação,Servidor público estadual,MG
1067060,Pessoa Física,Feminino,Ensino Superior ,Outra,PE
1067063,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,RJ
1067068,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,MG
1067069,Pessoa Física,Masculino,Ensino Superior ,Estudante,SP
1067070,Pessoa Física,Feminino,Mestrado/Doutorado,Estudante,GO
1067072,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,DF
1067079,Pessoa Física,Feminino,Ensino Superior ,Estudante,PE
1067083,Pessoa Física,Masculino,Ensino Superior ,Outra,PR
1067085,Pessoa Física,Masculino,Pós-graduação,Pesquisador,DF
1067087,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,PR
1067103,Pessoa Física,Feminino,Pós-graduação,Profis. Liberal/autônomo,PA
1067106,Pessoa Física,Feminino,Pós-graduação,Profis. Liberal/autônomo,RJ
1067112,Pessoa Física,Feminino,Pós-graduação,Outra,SP
1067115,Pessoa Física,Feminino,Ensino Superior ,Estudante,SP
1067120,Pessoa Física,Feminino,Ensino Superior ,Servidor público federal,AL
1067134,Pessoa Física,Feminino,Ensino Superior ,Estudante,DF
1067140,Pessoa Física,Feminino,Ensino Superior ,Estudante,SP
1067146,Pessoa Física,Masculino,Ensino Superior ,Estudante,MG
1067167,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,PR
1067181,Pessoa Física,Masculino,Ensino Médio,Estudante,MG
1067189,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,PA
1067196,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,DF
1067210,Pessoa Física,Feminino,Ensino Fundamental,Outra,RS
1067213,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RS
1067214,Pessoa Física,Masculino,Ensino Médio,Servidor público estadual,PR
1067252,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,DF
1067259,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SP
1067261,Pessoa Física,Feminino,Pós-graduação,Outra,RJ
1067267,Pessoa Física,Masculino,Ensino Superior ,Servidor público estadual,PA
1067268,Pessoa Física,Masculino,Ensino Médio,Estudante,MG
1067269,Pessoa Física,Masculino,Ensino Médio,Estudante,RR
1067275,Pessoa Física,Masculino,Ensino Médio,Empregado - setor privado,SP
1067278,Pessoa Física,Feminino,Ensino Superior ,Estudante,CE
1067284,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,RJ
1067285,Pessoa Física,Masculino,Ensino Superior ,Servidor público estadual,MT
1067288,Pessoa Física,Masculino,Ensino Superior ,Outra,SP
1067292,Pessoa Física,Feminino,Ensino Médio,Estudante,RO
1067293,Pessoa Física,Masculino,Ensino Superior ,Outra,MG
1067294,Pessoa Física,Feminino,Ensino Médio,Servidor público municipal,RJ
1067302,Pessoa Física,Masculino,Ensino Médio,Profis. Liberal/autônomo,SP
1067309,Pessoa Física,Feminino,Ensino Superior ,Estudante,PA
1067311,Pessoa Física,Masculino,Ensino Superior ,Outra,SP
1067315,Pessoa Física,Masculino,Ensino Superior ,Profis. Liberal/autônomo,AL
1067317,Pessoa Física,Masculino,Pós-graduação,Outra,SP
1067333,Pessoa Física,Masculino,Mestrado/Doutorado,Servidor público federal,DF
1067341,Pessoa Física,Feminino,Ensino Superior ,Professor,PB
1067342,Pessoa Física,Feminino,Mestrado/Doutorado,Outra,PE
1067346,Pessoa Física,Feminino,Pós-graduação,Servidor público estadual,MG
1067348,Pessoa Física,Masculino,Ensino Superior ,Servidor público municipal,RJ
1067353,Pessoa Física,Masculino,Ensino Superior ,Professor,PE
1067355,Pessoa Física,Feminino,Pós-graduação,Profis. Liberal/autônomo,DF
1067361,Pessoa Física,Masculino,Pós-graduação,Servidor público estadual,DF
1067368,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,GO
1067377,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,RS
1067386,Pessoa Física,Masculino,Mestrado/Doutorado,Profis. Liberal/autônomo,SP
1067388,Pessoa Física,Feminino,Pós-graduação,Servidor público federal,DF
1067396,Pessoa Física,Feminino,Pós-graduação,Empresário/empreendedor,MG
1067403,Pessoa Física,Masculino,Mestrado/Doutorado,Professor,RJ
1067407,Pessoa Física,Feminino,Mestrado/Doutorado,Outra,PE
1067415,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,MG
1067423,Pessoa Física,Masculino,Ensino Superior ,Estudante,SP
1067427,Pessoa Física,Masculino,Pós-graduação,Servidor público federal,CE
1067429,Pessoa Física,Masculino,Ensino Fundamental,Servidor público federal,SP
1067442,Pessoa Física,Feminino,Ensino Médio,Outra,BA
1067448,Pessoa Física,Masculino,Ensino Médio,Estudante,RN
1067463,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,CE
1067475,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SC
1067482,Pessoa Jurídica,Não se aplica,Não se aplica,Não se aplica,SP
1067483,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,MG
1067489,Pessoa Física,Feminino,Ensino Superior ,Estudante,RS
1067492,Pessoa Física,Feminino,Ensino Superior ,Estudante,PA
1067502,Pessoa Física,Masculino,Ensino Médio,Servidor público estadual,DF
1067508,Pessoa Física,Feminino,Mestrado/Doutorado,Servidor público federal,MT
1067511,Pessoa Física,Feminino,Ensino Médio,Empregado - setor privado,SP
1067521,Pessoa Física,Masculino,Ensino Superior ,Servidor público federal,SC
1067522,Pessoa Física,Masculino,Pós-graduação,Servidor público municipal,ES
1067526,Pessoa Física,Masculino,Ensino Superior ,Outra,SP
1067527,Pessoa Física,Masculino,Ensino Médio,Estudante,SP
1067533,Pessoa Física,Masculino,Ensino Superior ,Empregado - setor privado,SP
1067534,Pessoa Física,Feminino,Pós-graduação,Empresário/empreendedor,PR
